pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
3051,206,31,31160,167430,48520,NA,W,7466,71,NA,3,1,7,3,4,3,1,2,1,0,3,1,1,2,2,2,2,3,1,2,2,0,2330,2,1,2,3,NA,NA,BROOKFIELD,60513,5502,0.8009814612868048,0.01035986913849509,0.02998909487459105,0.1395856052344602,0.03816793893129771,08576,Brookfield,0,0,1,0,0,0,SCHOOL DISTRICT 95,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,13.524,84053,FALSE,TRUE,TRUE
3052,205,71,71362,324470,75930,NA,T,5625,96,NA,1,1,6,3,1,3,1,5,2,1,3,1,0,NA,NA,2,2,3,1,2,2,0,1368,2,1,2,NA,NA,1,CHICAGO,60631,1378,0.9194484760522496,0,0.01596516690856313,0.04136429608127721,0.04644412191582003,14000,Chicago,0,0,1,0,0,0,EBINGER,TAFT HS,6.884772382397572,97102,FALSE,TRUE,TRUE
3053,202,13,13120,31610,23400,NA,W,11700,62,NA,1,1,5,3,2,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,957,2,1,1,NA,NA,NA,MARKHAM,60428,3301,0.1808542865798243,0.7049378976067858,0.0039382005452893,0.09996970614965162,0.02059981823689791,47007,Markham,0,0,7,1,0,0,SCHOOL DISTRICT  143 1/2,COMMUNITY HIGH SCHOOL  228,22.48,34000,FALSE,TRUE,TRUE
3054,203,28,28043,128570,106800,NA,W,21360,34,NA,3,1,7,3,3,1,1,5,2,1,3,1,1,2,2,2,2,3,1,2,2,0,1469,2,1,1,NA,NA,1,TINLEY PARK,60487,9619,0.8735835325917455,0.01060401289115292,0.04678240981390997,0.05832207090134109,0.021415947603701,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT  140,CONSOLIDATED HIGH SCHOOL  230,11.122,97899,FALSE,TRUE,TRUE
3055,278,31,31174,281740,56360,NA,W,4797,24,NA,3,1,7,3,1,3,1,5,1,0,3,2,1,2,1,2,2,3,2,1,1,0,2235,2,1,2,NA,NA,NA,WESTCHESTER,60154,5569,0.664571736397917,0.07739270964266474,0.059974860836775,0.192853295026037,0.01041479619321242,80047,Westchester,0,0,1,0,0,0,SCHOOL DISTRICT 93,PROVISO TOWNSHIP HIGH SCHOOL 209,8.791,85958,FALSE,TRUE,TRUE
3056,234,35,35012,213600,56870,NA,W,8750,42,NA,1,1,7,3,3,1,1,5,1,0,3,1,1,2,2,2,2,3,1,1,2,0,1132,2,1,4,NA,NA,NA,SCHAUMBURG,60194,5336,0.6083208395802099,0.05697151424287856,0.17784857571214394,0.13174662668665668,0.04385307346326837,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.172189655172414,95949,FALSE,TRUE,TRUE
3057,295,31,31102,170180,35430,NA,T,4169,36,NA,2,1,4,2,4,3,1,5,1,1,3,1,0,2,2,2,2,1,2,1,2,0,971,2,1,1,NA,NA,NA,WESTCHESTER,60154,5569,0.664571736397917,0.07739270964266474,0.059974860836775,0.192853295026037,0.01041479619321242,80047,Westchester,0,0,1,0,0,0,SCHOOL DISTRICT 92 1/2,PROVISO TOWNSHIP HIGH SCHOOL 209,9.688,85958,FALSE,TRUE,TRUE
3058,209,33,33050,1088370,416020,NA,T,39621,91,NA,2,3,14,5,1,1,1,5,1,4,2,4,1,2,2,2,2,8,2,1,1,0,7914,2,1,2,1,NA,2,RIVER FOREST,60305,5895,0.7974554707379135,0.07684478371501273,0.04359626802374894,0.06870229007633588,0.02680237489397794,64304,River Forest,0,0,1,0,0,0,SCHOOL DISTRICT 90,CONSOLIDATED HIGH SCHOOL  200,10.646,126250,TRUE,TRUE,TRUE
3059,212,77,77120,452920,89250,NA,O,2625,127,2,2,2,9,6,3,3,3,5,1,0,1,4,0,2,2,2,2,7,NA,NA,NA,0,3232,2,2,2,3,NA,NA,CHICAGO,60612,2274,0.5584872471416007,0.03430079155672823,0.04089709762532981,0.35048372911169745,0.0316622691292876,14000,Chicago,0,0,1,0,0,0,MITCHELL,WELLS HS,6.89,77794,FALSE,FALSE,TRUE
3060,209,25,25010,846700,130770,NA,W,17436,20,NA,2,1,12,5,1,1,1,5,1,1,3,5,1,2,1,2,2,5,2,1,1,0,6106,2,1,2,NA,NA,NA,NORTHBROOK,60062,5600,0.8053571428571429,7.142857142857143e-4,0.14625,0.02553571428571428,0.04428571428571428,53481,Northbrook,0,0,1,0,0,0,SCHOOL DISTRICT 27,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.599,138992,TRUE,TRUE,TRUE
3061,203,72,72212,84140,35200,NA,W,4400,65,NA,2,1,5,3,1,3,1,5,1,0,1,1,1,2,2,2,2,1,1,2,2,0,1166,2,1,5,1,NA,NA,CHICAGO,60620,5514,0.00761697497279651,0.9762422923467536,0,0.01196953210010881,0.00417120058034095,14000,Chicago,0,0,1,0,0,0,BARTON,BOGAN HS,6.873317191283292,35274,FALSE,TRUE,TRUE
3062,203,12,12121,19790,19120,NA,W,7650,67,NA,1,1,6,3,2,3,1,5,2,0,1,1,0,2,NA,2,2,7,NA,NA,NA,0,1197,2,1,5,1,NA,NA,PARK FOREST,60466,3322,0.24834437086092712,0.6550270921131849,0,0.0403371462974112,0.06532209512341963,57732,Park Forest,0,0,1,0,0,0,SCHOOL DISTRICT 163,RICH TOWNSHIP HIGH SCHOOL  227,37.265,39375,FALSE,FALSE,TRUE
3063,211,70,70111,134290,40410,NA,W,5052,55,3,2,1,14,8,1,2,1,5,2,0,3,3,0,2,2,2,2,7,NA,NA,NA,0,3226,2,2,2,NA,NA,NA,CHICAGO,60619,4577,0.00677299541184181,0.9737819532444832,0,0,0.03889010268734979,14000,Chicago,0,0,6,1,0,1,NEIL,HARLAN HS,6.88386464826358,53594,FALSE,FALSE,TRUE
3064,202,72,72051,32420,28500,NA,W,3000,124,NA,1,1,3,2,1,1,1,5,2,0,2,2,1,NA,NA,2,2,3,2,2,2,0,760,2,1,1,3,NA,1,CHICAGO,60609,2326,0.06878761822871883,0.15520206362854683,0,0.765262252794497,0.02149613069647463,14000,Chicago,0,0,3,1,0,0,HAMLINE,TILDEN HS,6.89,25464,FALSE,TRUE,TRUE
3065,202,70,70280,70900,20310,NA,W,3125,107,NA,1,1,5,2,1,3,1,5,1,0,1,1,0,2,2,2,2,3,1,2,2,0,969,2,1,1,3,1,NA,CHICAGO,60633,6479,0.38601636054946753,0.05432937181663837,0,0.5564130267016515,0.00648248186448526,14000,Chicago,0,0,1,0,0,0,CLAY,WASHINGTON HS,6.908,50637,FALSE,TRUE,TRUE
3066,278,73,73093,811540,214270,NA,W,2976,21,NA,2,6,7,4,1,1,1,5,1,2,3,3,1,2,2,1,2,3,1,2,2,0,2253,1,1,2,NA,NA,NA,CHICAGO,60614,3421,0.8231511254019293,0.06810874013446361,0.05729318912598655,0.03332358959368606,0.03624671148786904,14000,Chicago,0,0,1,0,0,0,AGASSIZ,LINCOLN PARK HS,6.89,155729,FALSE,TRUE,TRUE
3067,203,31,31104,187820,39900,NA,W,6650,63,NA,2,1,6,3,1,1,1,5,1,0,3,1,0,2,2,2,2,3,1,2,2,0,1266,2,1,1,NA,NA,NA,WESTCHESTER,60154,3151,0.5541098064106633,0.170739447794351,0.0266582037448429,0.17454776261504285,0.08886067914947636,80047,Westchester,0,0,1,0,0,0,SCHOOL DISTRICT 92 1/2,PROVISO TOWNSHIP HIGH SCHOOL 209,9.688,63243,FALSE,TRUE,TRUE
3068,204,18,18050,146620,40540,NA,W,9540,96,NA,1,1,6,4,1,3,1,5,2,1,1,1,1,2,2,2,2,2,1,2,2,0,1972,2,1,5,1,NA,1,BARTLETT,60103,3386,0.6893089190785587,0.04016538688718252,0.03248670998227997,0.21972829297105728,0.03337271116361488,04013,Bartlett,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,11.245,67907,FALSE,TRUE,TRUE
3069,205,77,77013,78580,28470,NA,W,3350,122,NA,1,1,6,3,1,3,1,5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,1200,2,1,2,NA,NA,NA,CHICAGO,60644,4176,0.01125478927203065,0.9073275862068966,0,0.07758620689655173,0.00766283524904214,14000,Chicago,0,0,1,0,0,0,HOWE,ORR HS,6.89,22905,FALSE,TRUE,TRUE
3070,211,74,74012,1081460,495000,NA,T,4500,119,4,2,2,21,9,1,2,2,5,2,0,3,4,3,2,2,2,2,5,2,2,2,0,4626,2,2,3,NA,NA,1,CHICAGO,60614,6065,0.8436933223413026,0.01863149216817807,0.07485572959604286,0.03248145094806265,0.0606760098928277,14000,Chicago,0,0,1,0,0,0,LINCOLN,LINCOLN PARK HS,6.89,94598,FALSE,TRUE,TRUE
3071,203,71,71030,293070,55240,NA,W,4092,68,NA,2,1,6,2,1,1,1,5,1,1,1,2,1,2,2,2,2,3,1,2,2,0,1413,2,1,5,1,NA,2,CHICAGO,60646,6516,0.6887661141804788,0.00751995089011663,0.16574585635359115,0.11832412523020258,0.0392879066912216,14000,Chicago,0,0,1,0,0,0,SAUGANASH,TAFT HS,6.901516611295682,123818,FALSE,TRUE,TRUE
3072,278,31,31150,744930,56160,NA,W,6240,13,NA,3,1,11,4,1,1,1,5,1,2,2,3,1,2,2,2,2,3,3,1,1,0,3619,2,1,2,1,NA,NA,WESTERN SPRINGS,60558,4538,0.9484354341119436,0.00550903481710004,0,0.04385191714411635,0.00440722785368003,80242,Western Springs,0,0,1,0,0,1,SCHOOL DISTRICT  101,LYONS TOWNSHIP HIGH SCHOOL  204,8.017,135208,FALSE,TRUE,TRUE
3073,234,25,25132,289180,94080,NA,W,7680,60,NA,3,1,7,4,3,1,1,5,2,0,2,2,1,NA,NA,2,2,3,1,2,2,0,1419,2,1,4,3,NA,NA,GLENVIEW,60025,3431,0.8700087438064704,0.00349752258816671,0.06820169046925095,0.01049256776450014,0.09559895074322355,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.153,149286,FALSE,TRUE,TRUE
3074,204,71,71090,261930,54370,NA,W,3750,91,NA,2,1,7,4,1,3,2,5,2,0,1,2,1,2,2,2,2,3,1,2,2,0,2217,2,1,5,1,NA,NA,CHICAGO,60630,5228,0.6008033664881408,0.01702371843917368,0.03385615914307575,0.2982019892884468,0.08626625860749809,14000,Chicago,0,0,1,0,0,0,PRUSSING,TAFT HS,6.894,64225,FALSE,TRUE,TRUE
3075,203,72,72070,113090,26560,NA,T,3125,96,NA,2,1,8,4,1,1,2,5,2,0,1,2,0,2,NA,2,2,2,2,2,2,0,1494,2,1,5,1,NA,NA,CHICAGO,60629,7111,0.03332864576009,0.02981296582759105,0,0.9368583884123188,0,14000,Chicago,0,0,1,0,0,0,SANDOVAL,SOLORIO HS,6.934,45046,FALSE,TRUE,TRUE
3076,295,29,29100,200300,4270,NA,W,1316,21,NA,1,1,6,3,2,3,1,5,1,0,3,1,1,2,2,2,2,3,1,1,1,0,1684,2,1,2,NA,NA,NA,ROLLING MEADOWS,60008,3581,0.804523876012287,0.01647584473610723,0.07846970120078191,0.08656799776598716,0.02792516056967327,65338,Rolling Meadows,0,0,1,0,0,1,SCHOOL DISTRICT C C  15,ARLINGTON HTS TWNSHP H S 214,10.348,66347,FALSE,TRUE,TRUE
3077,202,70,70100,63650,25000,NA,W,2500,83,NA,2,1,4,3,1,3,2,5,2,0,1,1,0,NA,NA,2,2,7,NA,NA,NA,0,985,2,1,1,3,NA,1,CHICAGO,60617,3374,0.01896858328393598,0.973918197984588,0,0.00474214582098399,0.00474214582098399,14000,Chicago,0,0,6,1,0,0,COLES,BOWEN HS,6.88386464826358,39605,FALSE,FALSE,TRUE
3078,202,72,72310,40400,24370,NA,W,3750,53,NA,2,1,5,2,1,3,1,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,900,2,1,1,NA,NA,NA,CHICAGO,60643,4440,0.00157657657657657,0.9846846846846848,0,0.00698198198198198,0.01126126126126126,14000,Chicago,0,0,1,0,0,0,WHISTLER,FENGER HS,6.908,47039,FALSE,TRUE,TRUE
3079,205,21,21012,374710,114950,NA,W,13138,106,NA,4,1,7,3,3,3,1,5,2,1,2,3,1,2,2,2,2,3,1,2,2,150,2057,2,1,2,3,NA,NA,WESTERN SPRINGS,60558,5576,0.9036944045911048,0.01398852223816355,0.00914634146341463,0.05523672883787661,0.03586800573888091,80242,Western Springs,0,0,1,0,0,0,SCHOOL DISTRICT  101,LYONS TOWNSHIP HIGH SCHOOL  204,7.9,162765,FALSE,TRUE,TRUE
3080,202,72,72191,96810,32320,NA,W,4040,68,NA,2,1,4,2,4,3,1,5,1,0,3,1,0,2,2,2,2,1,1,2,2,0,988,2,1,1,NA,NA,NA,CHICAGO,60652,6638,0.1104248267550467,0.1544139801144923,0.01988550768303705,0.6999096113287134,0.03073214823742091,14000,Chicago,0,0,1,0,0,0,DAWES,BOGAN HS,6.934,64659,FALSE,TRUE,TRUE
3081,203,71,71430,206250,66000,NA,T,5280,63,NA,2,1,5,3,1,3,1,5,1,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1096,2,1,1,NA,NA,NA,CHICAGO,60656,4700,0.7976595744680851,8.51063829787234e-4,0.03723404255319149,0.15361702127659574,0.02127659574468085,14000,Chicago,0,0,1,0,0,0,GARVY,TAFT HS,6.894,81458,FALSE,TRUE,TRUE
3082,234,31,31080,142980,35850,NA,W,9560,60,NA,2,1,5,3,3,1,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1161,2,1,4,NA,NA,NA,BERKELEY,60163,5327,0.31124460296602213,0.28177210437394407,0.0321006194856392,0.358550779050122,0.02459170264689318,05404,Berkeley,0,0,2,1,0,0,SCHOOL DISTRICT 87,PROVISO TOWNSHIP HIGH SCHOOL 209,14.535,60857,FALSE,TRUE,TRUE
3083,209,28,28099,292310,438030,NA,W,76180,25,NA,4,1,10,5,1,3,1,5,1,2,1,3,1,2,NA,2,2,5,4,1,1,0,5408,2,1,2,1,NA,1,ORLAND PARK,60462,7020,0.8626780626780627,0.02008547008547008,0.01039886039886039,0.0737891737891738,0.0660968660968661,56640,Orland Park,0,0,7,1,0,0,SCHOOL DISTRICT C C  146,CONSOLIDATED HIGH SCHOOL  230,11.991,91250,TRUE,TRUE,TRUE
3084,203,37,37183,92960,42750,NA,W,9000,54,NA,2,1,6,3,1,3,1,5,1,0,3,1,1,NA,NA,2,2,3,2,1,2,0,1326,2,1,1,NA,NA,NA,LANSING,60438,4549,0.38162233457902833,0.4829632886348648,0.02857770938667839,0.09474609804352604,0.02418113871180479,42028,Lansing,0,0,1,0,0,0,SCHOOL DISTRICT 158,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,19.524,59935,FALSE,TRUE,TRUE
3085,211,17,17220,405660,31870,NA,W,3750,60,3,2,1,16,8,1,2,2,5,2,0,3,3,2,2,NA,NA,2,7,NA,NA,NA,0,3861,2,2,2,NA,NA,NA,EVANSTON,60202,6347,0.38364581692138017,0.3247203403182606,0.0809831416417205,0.1832361745706633,0.05215062234126359,24582,Evanston,0,0,1,0,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,8.14,61743,FALSE,FALSE,TRUE
3086,202,70,70240,67610,28430,AV,T,4375,64,NA,2,1,5,3,1,3,1,5,2,0,2,1,0,NA,NA,2,2,3,1,2,2,0,920,2,1,1,1,NA,NA,CHICAGO,60617,4656,0.10760309278350516,0.01932989690721649,0.00171821305841924,0.8713487972508591,0,14000,Chicago,0,0,1,0,0,0,SOUTHEAST,WASHINGTON HS,6.908,44226,FALSE,TRUE,TRUE
3087,203,13,13151,146250,22250,NA,W,5564,57,NA,3,1,6,3,2,3,1,5,2,0,2,1,0,2,2,2,2,3,2,2,2,0,1536,2,1,5,1,NA,NA,OAK FOREST,60452,2170,0.4599078341013825,0.15253456221198156,0.0184331797235023,0.35576036866359445,0.02672811059907834,54638,Oak Forest,0,0,1,0,0,0,SCHOOL DISTRICT  144,COMMUNITY HIGH SCHOOL  228,16.573,80592,FALSE,TRUE,TRUE
3088,202,37,37070,29380,13310,NA,W,4843,60,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,918,2,1,1,NA,NA,NA,HARVEY,60426,4417,0.01833823862350011,0.803033733303147,0.0126782884310618,0.1614217794883405,0.00905592030790129,33383,Harvey,0,0,3,0,0,0,SCHOOL DISTRICT  152,THORNTON TOWNSHIP HIGH SCHOOL  205,26.613,21455,FALSE,FALSE,TRUE
3089,203,72,72171,28400,23430,NA,W,3125,127,NA,1,1,4,2,3,3,2,5,2,0,1,1,0,2,2,2,2,2,1,2,2,0,1229,3,1,5,1,NA,NA,CHICAGO,60636,2016,0.01934523809523809,0.9439484126984128,0,0.01934523809523809,0.03472222222222222,14000,Chicago,0,0,1,0,0,0,WENTWORTH,HARPER HS,6.873317191283292,20919,FALSE,TRUE,TRUE
3090,234,12,12061,88100,31800,NA,T,6360,49,NA,3,1,6,3,3,1,1,5,1,0,3,1,0,2,NA,2,2,3,1,2,2,0,1144,2,1,4,NA,NA,NA,CHICAGO HEIGHTS,60411,3395,0.42091310751104566,0.27952871870397644,0,0.2721649484536082,0.05478645066273932,14026,Chicago Heights,0,0,1,0,0,0,SCHOOL DISTRICT 161,BLOOM TOWNSHIP HIGH SCHOOL  206,20.272,70337,FALSE,TRUE,TRUE
3091,203,72,72170,38840,28120,AV,W,3750,104,NA,2,1,9,3,1,3,2,5,2,0,2,1,0,2,2,2,2,3,1,2,2,0,1560,2,1,5,1,NA,NA,CHICAGO,60636,1256,0.00238853503184713,0.9092356687898088,0,0.05414012738853503,0.0660828025477707,14000,Chicago,0,0,1,0,0,0,WENTWORTH,HARPER HS,6.873317191283292,32163,FALSE,TRUE,TRUE
3092,278,19,19020,145650,50700,NA,W,8112,1,NA,1,1,7,4,1,3,1,5,1,1,3,3,1,2,2,2,2,3,1,1,1,0,3162,2,1,2,NA,NA,NA,LEMONT,60439,6124,0.8585891574134552,0,0.0225342913128674,0.0948726322664925,0.04555845852384063,42795,Lemont,0,0,1,0,0,0,COMBINED SCHOOL DISTRICT C.C. NO. 113A,LEMONT TOWNSHIP HIGH SCHOOL  210,7.932,92984,FALSE,TRUE,TRUE
3093,211,11,11010,214910,86410,NA,W,6647,95,4,2,2,17,9,1,2,2,5,1,0,3,4,0,NA,NA,2,2,3,2,2,2,0,3985,2,2,2,NA,NA,1,BERWYN,60402,4207,0.1713810316139767,0.0663180413596387,0.05086760161635369,0.6840979320180651,0.04397432850011885,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT 98,BERWYN CICERO STICKNEY HIGH SCHOOL 201,14.144,58015,FALSE,TRUE,TRUE
3094,203,71,71150,186090,47620,NA,O,3810,94,NA,2,1,6,3,1,3,2,5,2,0,1,1,0,2,2,2,2,2,1,2,2,0,1160,2,1,1,3,NA,1,CHICAGO,60634,5350,0.5557009345794393,5.607476635514019e-4,0.05009345794392523,0.3936448598130841,0,14000,Chicago,0,0,1,0,0,0,BRIDGE,STEINMETZ COLLEGE PREP HS,6.884772382397572,64455,FALSE,TRUE,TRUE
3095,207,71,71150,262610,47330,NA,W,3787,60,NA,2,1,7,4,2,3,1,5,1,0,3,2,0,2,2,2,2,2,1,2,2,0,2000,2,1,2,NA,NA,NA,CHICAGO,60634,5350,0.5557009345794393,5.607476635514019e-4,0.05009345794392523,0.3936448598130841,0,14000,Chicago,0,0,1,0,0,0,BRIDGE,STEINMETZ COLLEGE PREP HS,6.894,64455,FALSE,TRUE,TRUE
3096,203,71,71461,327950,101250,NA,W,7500,67,NA,2,1,6,4,2,3,1,5,1,1,3,1,0,NA,NA,2,2,3,2,2,2,0,1723,2,1,1,NA,NA,NA,CHICAGO,60646,4725,0.6960846560846561,0.03047619047619047,0.1073015873015873,0.14137566137566138,0.04952380952380952,14000,Chicago,0,0,1,0,0,0,EDGEBROOK,TAFT HS,6.884772382397572,105833,FALSE,TRUE,TRUE
3097,278,38,38040,316540,54700,NA,T,8752,41,NA,3,1,7,3,3,3,1,5,2,1,3,2,1,2,NA,2,2,3,2,1,2,0,2059,2,1,2,NA,NA,NA,ARLINGTON HEIGHTS,60004,6259,0.6940405815625499,0.00511263780156574,0.12430100655056718,0.14794695638280875,0.05719763540501677,02154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,9.004,90799,FALSE,TRUE,TRUE
3098,211,70,70080,120080,34020,NA,W,3780,98,3,2,1,10,6,1,3,2,5,2,1,3,3,1,2,2,2,2,3,1,2,2,0,3732,2,2,2,NA,NA,1,CHICAGO,60649,4249,0.0037655919039774,0.9757590021181456,0,0.0115321252059308,0.01788656154389268,14000,Chicago,0,0,1,0,0,1,MANN,CHICAGO VOCATIONAL HS,6.88386464826358,47727,FALSE,TRUE,TRUE
3099,206,11,11040,238580,66110,NA,W,6150,106,NA,1,1,7,4,1,3,1,5,1,1,1,3,1,2,2,2,2,3,1,2,2,0,2283,2,1,2,1,1,NA,BERWYN,60402,4820,0.5466804979253111,0.03858921161825726,0.03858921161825726,0.35809128630705395,0.03609958506224066,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT  100,BERWYN CICERO STICKNEY HIGH SCHOOL 201,15.456,53393,FALSE,TRUE,TRUE
3100,202,32,32120,15520,23010,NA,W,7080,69,NA,2,1,4,2,2,3,2,5,2,0,2,1,0,NA,NA,2,2,2,1,2,2,0,949,2,1,1,3,NA,NA,PARK FOREST,60466,4957,0.28706879160782733,0.5844260641517046,0,0.0841234617712326,0.08533387129312084,57732,Park Forest,0,0,1,0,0,0,SCHOOL DISTRICT 163,RICH TOWNSHIP HIGH SCHOOL  227,37.326,55570,FALSE,TRUE,TRUE
3101,212,71,71180,339730,43130,NA,W,2975,104,2,2,2,5,2,3,3,2,5,2,0,1,3,0,2,2,2,2,7,NA,NA,NA,0,4088,2,2,2,3,NA,NA,CHICAGO,60647,5207,0.3892836566160937,0.0891108123679662,0.02246975225657768,0.47801037065488766,0.04071442289226042,14000,Chicago,0,0,1,0,0,0,DARWIN,KELVYN PARK HS,6.915,55194,FALSE,FALSE,TRUE
3102,207,76,76041,387850,86250,NA,W,2875,3,NA,3,1,9,5,1,1,1,5,1,1,3,3,1,2,2,2,2,3,1,2,2,0,1925,2,1,2,NA,NA,NA,CHICAGO,60653,1367,0.03803950256035113,0.8902706656912948,0.00365764447695683,0.0570592538405267,0.01901975128017556,14000,Chicago,0,0,1,0,0,0,"WELLS, I",PHILLIPS HS,6.89,33598,FALSE,TRUE,TRUE
3103,203,16,16100,146410,130430,NA,W,20067,66,NA,1,1,6,3,2,3,1,2,2,0,1,1,0,NA,NA,2,2,3,1,1,2,0,1100,2,1,1,3,NA,NA,MOUNT PROSPECT,60056,4832,0.8950745033112583,0,0.00496688741721854,0.0933360927152318,0.01324503311258278,51089,Mount Prospect,0,0,1,0,0,0,SCHOOL DISTRICT  57,ARLINGTON HTS TWNSHP H S 214,9.405,102135,FALSE,TRUE,TRUE
3104,204,32,32080,210570,105000,NA,T,21000,68,NA,2,1,9,5,3,1,1,5,1,2,2,3,0,NA,NA,2,2,3,2,1,2,0,2726,2,1,1,3,NA,1,FLOSSMOOR,60422,6246,0.4546910022414345,0.48158821645853345,0.00624399615754082,0.04274735830931796,0.02705731668267691,26571,Flossmoor,0,0,1,0,0,0,SCHOOL DISTRICT 161,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,18.481,106079,FALSE,TRUE,TRUE
3105,211,70,70030,87700,40280,NA,W,3223,102,2,2,2,10,4,1,3,1,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2548,2,2,2,NA,NA,1,CHICAGO,60619,2901,0,0.9755256807997242,0,0.0031023784901758,0.02137194071009996,14000,Chicago,0,0,1,0,0,0,TANNER,HIRSCH HS,6.88386464826358,32935,FALSE,TRUE,TRUE
3106,211,71,71110,370180,90000,NA,T,3750,98,2,2,1,12,6,1,3,2,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,2734,2,2,2,NA,NA,1,CHICAGO,60625,6891,0.5827891452619358,0.02525032651284283,0.08634450732839936,0.26309679291829924,0.07937890001451169,14000,Chicago,0,0,1,0,0,0,BUDLONG,AMUNDSEN HS,6.884772382397572,71322,FALSE,FALSE,TRUE
3107,203,71,71210,156570,40920,NA,W,3720,102,NA,2,1,4,2,1,3,2,5,2,0,1,2,0,NA,NA,2,2,3,1,2,2,0,1100,2,1,1,3,NA,1,CHICAGO,60639,4963,0.00463429377392706,0.7890388877694943,0,0.19605077574047955,0.01027604271609913,14000,Chicago,0,0,1,0,0,0,YOUNG,STEINMETZ COLLEGE PREP HS,6.884772382397572,45479,FALSE,TRUE,TRUE
3108,203,37,37061,51080,20470,NA,T,5850,100,NA,3,1,6,3,1,1,1,5,2,0,1,1,0,NA,NA,2,2,3,1,2,2,0,1333,2,1,1,1,NA,NA,CALUMET CITY,60409,6780,0.15206489675516224,0.6339233038348082,0.00191740412979351,0.2019174041297935,0.02035398230088495,10487,Calumet City,0,0,1,0,0,0,SCHOOL DISTRICT 156,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,24.795,47390,FALSE,TRUE,TRUE
3109,203,70,70080,76040,33630,NA,W,3737,97,NA,2,1,6,3,1,3,2,5,2,1,1,1,0,NA,NA,2,2,2,2,2,2,0,1200,2,1,1,3,NA,1,CHICAGO,60619,6004,0.00766155896069287,0.959526982011992,0.01332445036642238,0.00916055962691539,0.01782145236508994,14000,Chicago,0,0,1,0,0,0,AVALON PARK,HIRSCH HS,6.88386464826358,42766,FALSE,TRUE,TRUE
3110,295,38,38013,284150,6700,NA,W,1166,2,NA,3,1,8,3,2,3,1,5,1,0,3,2,1,2,2,2,2,3,3,1,1,0,2277,2,1,3,NA,NA,NA,NA,NA,5487,0.5048295972298159,0.03499179879715691,0.10315290687078547,0.3282303626754146,0.05303444505194095,81087,Wheeling,0,0,1,0,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,11.237,60833,FALSE,TRUE,TRUE
3111,203,72,72380,144900,42500,NA,W,4250,62,NA,2,1,5,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1010,2,1,1,NA,NA,NA,CHICAGO,60638,5502,0.5067248273355144,0.00218102508178844,0,0.4910941475826972,0,14000,Chicago,0,0,1,0,0,0,KINZIE,KENNEDY HS,6.934,84805,FALSE,TRUE,TRUE
